1,1,1,1;90
1,2,1,1;-89
1,3,1,2;72
2,2,1,3;-71
1,2,1,2;88
2,3,1,2;0
2,4,1,3;68
1,4,2,3;34
3,3,2,2;48
3,5,2,4;50
1,3,1,3;70
2,7,1,4;-33
1,5,2,3;0
4,5,3,5;50
3,4,1,3;-69
1,5,1,3;0
1,4,1,3;32
3,3,2,4;48
3,5,3,4;48
3,7,3,5;50
1,7,2,4;-67
5,8,4,5;48
1,8,1,5;62
1,6,3,4;54
4,13,5,8;8
3,4,1,7;46
2,2,1,2;60
5,21,4,13;-25
4,9,1,6;-53
2,3,1,5;0
4,5,3,3;-57
5,9,5,8;-47
2,5,1,8;-69
1,11,2,7;20
3,9,4,5;-49
8,10,5,9;8
4,8,2,7;16
1,6,1,3;32
4,7,3,5;22
3,3,1,5;58
2,4,2,3;28
2,3,2,3;76
13,25,5,21;4
3,8,4,5;12
3,6,1,4;-51
1,6,2,7;32
3,9,4,7;14
3,7,1,11;-67
4,4,1,6;-67
4,8,3,5;22
7,13,1,11;-19
3,6,2,4;56
2,4,1,4;64
1,6,1,8;58
1,15,4,9;48
0,5,13,25;4
9,13,5,21;6
4,6,3,5;20
3,4,3,4;46
3,8,2,5;30
3,5,1,6;-61
5,10,4,7;22
1,13,2,5;68
2,3,1,3;76
1,10,3,4;28
1,7,3,6;24
2,5,3,3;-47
4,24,1,15;10
1,19,4,24;-33
4,13,1,10;-27
7,14,5,10;14
15,25,4,24;-9
0,21,13,25;-3
1,7,3,4;68
1,6,2,4;-63
3,10,4,5;36
5,7,4,5;48
1,5,2,4;50
5,9,1,8;18
0,4,5,21;24
3,10,1,6;34
1,14,4,13;16
0,4,1,14;82
1,4,1,6;32
1,11,3,5;60
2,5,1,6;62
2,5,1,7;66
4,9,1,7;26
3,12,3,7;-49
1,4,1,4;0
5,6,3,7;48
5,17,8,10;28
2,7,3,6;54
3,4,2,4;-75
9,13,8,10;-7
2,3,1,6;0
3,13,4,8;-21
3,5,2,5;46
6,10,1,7;-43
7,10,4,8;-15
4,5,2,4;24
4,14,3,9;8
1,17,6,10;10
5,13,5,9;46
8,9,4,13;-7
7,9,5,6;-47
5,6,2,7;0
1,14,3,7;66
4,8,3,9;20
4,7,3,6;22
6,8,2,5;18
7,8,3,13;20
4,13,3,8;54
5,7,4,9;12
5,9,1,15;-47
3,9,4,6;48
2,11,6,8;-21
3,21,7,8;-63
1,13,6,10;42
7,9,4,14;-7
9,18,5,13;6
2,8,3,5;24
4,11,3,7;14
23,24,1,19;8
3,10,4,7;-61
3,13,2,8;-23
8,14,7,10;14
4,15,3,10;-43
6,13,3,9;26
1,13,1,8;-61
11,14,7,13;6
3,13,5,6;32
4,7,1,5;-49
0,24,15,25;8
7,15,3,12;8
0,13,0,5;-3
3,11,1,7;-67
1,13,5,9;-17
7,8,4,13;80
9,11,4,8;-19
1,6,2,3;72
1,24,5,9;46
1,10,4,9;52
4,4,1,7;22
2,7,3,3;-47
2,8,1,5;48
10,23,1,17;-9
5,8,6,8;26
5,15,4,24;22
11,14,7,9;6
2,3,1,4;76
0,1,4,24;-9
0,25,0,21;2
7,7,6,10;20
3,9,3,5;-47
5,6,1,4;48
12,18,7,15;6
8,17,3,13;12
3,12,5,6;34
4,18,5,21;6
5,7,4,7;26
7,8,5,6;0
1,7,1,4;-31
3,5,1,10;-43
3,5,1,7;34
8,8,2,11;12
6,17,3,12;16
6,7,4,7;48
14,21,9,13;4
4,17,3,10;18
0,4,15,25;4
3,7,3,4;24
3,7,2,8;-23
5,7,3,8;-31
7,24,11,14;8
4,9,3,9;8
0,15,0,24;2
1,8,1,4;56
13,14,7,9;6
4,16,5,7;8
6,6,3,5;18
4,8,3,10;14
5,13,3,9;46
4,4,1,10;14
2,5,1,5;42
1,10,4,4;66
4,22,8,9;6
19,24,15,25;4
4,8,1,6;16
4,5,1,4;0
1,4,1,5;0
1,9,2,3;0
8,11,7,13;14
15,19,12,18;-9
0,25,0,24;2
1,13,2,8;-51
4,5,2,3;0
4,7,3,11;24
6,9,1,24;-51
5,22,5,13;28
3,12,4,7;-21
4,8,3,6;22
4,5,1,11;16
5,13,7,9;46
6,14,7,9;16
3,18,4,11;-13
6,12,7,8;20
0,4,1,19;32
1,20,5,9;6
5,12,5,8;30
0,7,12,18;-5
10,11,8,8;-11
4,7,4,5;-23
3,16,1,11;18
3,11,4,6;-19
4,25,0,1;8
5,14,7,8;14
3,3,2,3;36
1,15,4,5;64
3,22,5,13;12
7,7,4,11;-21
4,10,3,10;20
3,7,4,5;56
12,13,8,9;6
1,11,3,4;-45
1,8,2,3;24
1,5,1,8;62
2,9,1,13;50
0,0,0,25;-1
4,6,5,6;14
3,14,4,10;52
0,5,3,22;6
7,24,8,11;-27
4,6,3,4;12
5,5,4,7;48
5,7,4,6;20
3,11,3,7;-23
5,21,2,2;-23
7,8,1,6;20
0,18,0,13;2
5,7,4,4;-21
9,12,4,22;-13
2,15,4,8;-21
7,23,6,14;-21
2,9,3,5;-49
15,25,12,12;-7
5,14,5,13;28
3,21,4,13;-67
13,18,1,14;0
3,9,4,8;-27
10,12,7,15;6
3,18,6,17;-15
4,17,5,10;14
5,22,9,18;10
4,16,3,21;10
9,21,12,13;-5
5,7,3,4;48
8,13,6,12;-19
6,8,7,8;12
2,18,1,13;14
10,12,7,14;26
17,24,10,23;4
2,11,4,8;-19
6,15,5,9;10
4,11,3,9;10
4,10,5,8;16
9,10,4,17;-13
4,13,5,7;16
9,20,13,14;8
2,5,2,4;62
5,9,4,6;0
0,3,7,15;-7
1,9,3,10;-33
0,7,3,21;6
9,12,6,17;10
2,5,2,3;58
13,13,8,9;6
0,3,0,5;-5
3,13,4,14;46
5,9,3,12;-33
5,25,0,4;2
5,9,6,6;-17
13,22,9,12;8
6,7,3,9;20
10,17,9,13;4
6,11,3,10;8
8,19,10,11;10
11,11,7,7;10
1,21,1,13;10
5,5,2,8;0
1,14,1,21;-39
5,11,4,16;0
6,16,5,8;-25
0,9,10,17;-3
9,15,8,10;-7
19,21,4,16;-9
8,11,3,7;14
4,15,5,9;22
6,21,7,23;4
3,14,2,9;32
7,21,4,16;-17
4,10,2,11;8
3,6,1,11;-59
0,8,3,21;20
1,24,7,13;18
3,13,2,18;12
5,14,0,4;6
7,10,4,9;-25
4,19,1,10;24
5,7,3,7;-55
4,6,1,7;24
0,9,4,22;-5
5,10,4,4;-13
2,10,3,6;-55
9,10,6,7;-47
4,13,3,14;14
1,14,4,8;20
2,4,1,9;0
3,4,2,3;-75
13,14,7,23;4
2,9,2,5;-61
1,9,1,4;0
16,25,7,21;4
11,12,4,10;-7
3,8,3,7;30
4,7,2,5;56
1,17,3,6;58
13,15,8,11;6
10,14,4,13;26
7,14,4,11;30
5,20,4,13;10
8,18,10,11;10
9,10,5,13;-45
5,13,4,15;-21
2,3,2,2;-59
2,9,4,5;46
12,22,13,22;6
5,11,3,7;52
2,4,1,7;26
8,22,13,13;6
6,17,9,10;8
8,14,5,9;14
0,1,6,9;50
5,24,6,15;-25
1,9,1,6;-57
7,14,4,13;-19
9,23,5,22;-9
7,18,11,11;-9
7,21,8,11;-13
7,14,3,10;60
19,25,0,4;2
8,18,7,24;6
13,19,10,17;4
1,10,3,5;20
12,25,0,7;2
4,13,6,7;18
