1,1,1,1;66
1,2,1,1;-65
1,3,1,2;64
2,2,1,3;26
1,2,1,2;46
2,3,1,2;-45
2,4,1,3;44
1,4,2,3;38
3,3,2,2;-47
3,5,2,4;20
1,3,1,3;-63
2,7,1,4;-37
1,5,2,3;44
4,5,3,5;16
3,4,1,3;62
1,5,1,3;66
1,4,1,3;34
3,3,2,4;16
3,5,3,4;16
3,7,3,5;-23
1,7,2,4;-43
5,8,4,5;18
1,8,1,5;-65
1,6,3,4;-61
4,13,5,8;6
3,4,1,7;22
2,2,1,2;30
4,9,1,6;8
2,3,1,5;22
4,5,3,3;-15
5,9,5,8;6
2,5,1,8;42
1,11,2,7;36
3,9,4,5;14
8,10,5,9;4
4,8,2,7;18
1,6,1,3;26
4,7,3,5;20
3,3,1,5;16
2,4,2,3;20
2,3,2,3;32
3,8,4,5;14
0,5,5,9;-5
3,6,1,4;20
1,6,2,7;24
3,9,4,7;-19
3,7,1,11;-35
4,4,1,6;14
4,8,3,5;8
7,13,1,11;6
3,6,2,4;0
2,4,1,4;32
1,6,1,8;24
1,15,4,9;54
7,7,3,9;18
4,11,3,7;14
6,7,4,8;-17
4,6,3,5;16
3,4,3,4;22
3,8,2,5;-45
3,5,1,6;60
5,10,4,7;16
1,13,2,5;-41
2,3,1,3;32
1,10,3,4;20
1,7,3,6;-23
2,5,3,3;46
4,13,1,10;-19
7,14,5,10;-15
1,7,3,4;28
1,6,2,4;-61
0,2,1,11;-57
3,10,4,5;14
5,7,4,5;-15
1,5,2,4;0
5,9,1,8;10
3,10,1,6;50
1,14,4,13;14
0,4,1,14;-53
1,4,1,6;30
1,11,3,5;56
8,11,6,7;6
2,5,1,6;42
2,5,1,7;42
4,9,1,7;16
3,12,3,7;6
1,4,1,4;-33
5,6,3,7;22
2,7,3,6;40
3,4,2,4;20
9,13,8,10;-7
2,3,1,6;-39
0,13,1,14;-13
3,13,4,8;16
3,5,2,5;14
6,10,1,7;8
7,10,4,8;24
4,5,2,4;-31
4,14,3,9;6
14,14,0,13;2
5,13,5,9;-9
8,9,4,13;-9
7,9,5,6;6
5,6,2,7;-39
1,14,3,7;22
4,8,3,9;8
4,7,3,6;-19
6,8,2,5;28
0,3,3,12;-5
7,8,3,13;-15
4,13,3,8;-27
5,7,4,9;-15
5,9,1,15;16
3,9,4,6;20
2,11,6,8;38
0,1,4,13;18
1,13,6,10;10
3,11,0,2;6
7,9,4,14;-17
2,8,3,5;30
3,10,4,7;16
3,13,2,8;-49
8,14,7,10;6
4,15,3,10;6
0,2,1,13;28
6,15,8,11;4
0,9,1,15;8
6,13,3,9;10
0,1,6,10;-7
0,6,2,11;-37
1,13,1,8;64
11,14,7,13;4
3,13,5,6;-21
4,7,1,5;0
0,4,5,10;-21
7,15,3,12;-7
3,11,1,7;-27
1,13,5,9;-9
7,8,4,13;24
9,11,4,8;-9
1,6,2,3;-55
0,8,2,11;12
10,11,0,8;2
1,10,4,9;12
0,8,4,13;22
4,4,1,7;20
2,7,3,3;28
2,8,1,5;30
0,4,1,15;-53
5,8,6,8;-27
11,14,7,9;4
2,3,1,4;22
7,7,6,10;-13
3,9,3,5;-15
5,6,1,4;-29
3,12,5,6;10
0,5,7,14;4
5,7,4,7;0
0,0,14,14;-1
9,10,0,4;4
7,8,5,6;6
1,7,1,4;-67
3,5,1,10;40
3,5,1,7;20
8,8,2,11;10
9,10,0,5;4
6,7,4,7;6
3,7,2,8;-43
3,7,3,4;-21
1,11,1,1;56
5,7,3,8;-13
1,15,2,2;52
4,9,3,9;10
3,15,0,3;2
1,8,1,4;22
0,3,6,13;10
13,14,7,9;4
4,16,5,7;6
6,6,3,5;16
4,8,3,10;8
5,13,3,9;6
4,4,1,10;12
2,5,1,5;0
1,10,4,4;-13
0,3,1,14;38
0,5,8,10;-3
4,8,1,6;12
1,4,1,5;34
4,5,1,4;20
8,11,7,13;4
1,9,2,3;24
1,13,2,8;12
0,6,3,15;8
4,5,2,3;-31
4,7,3,11;10
0,3,4,8;-7
3,12,4,7;10
4,8,3,6;18
4,5,1,11;-55
5,13,7,9;-5
6,14,7,9;6
6,12,7,8;6
0,4,3,12;20
5,12,5,8;-17
10,11,8,8;-9
4,7,4,5;18
3,16,1,11;16
3,11,4,6;20
5,14,7,8;8
0,7,1,14;-21
3,3,2,3;32
0,10,4,15;-33
1,15,4,5;54
7,7,4,11;-13
4,10,3,10;8
3,7,4,5;14
12,13,8,9;4
1,11,3,4;-41
1,8,2,3;38
9,11,5,7;4
3,8,1,14;10
5,13,0,1;-17
1,5,1,8;28
2,9,1,13;18
5,5,3,5;-13
4,6,3,10;8
7,11,5,7;4
6,6,2,5;18
5,11,4,7;-17
5,12,4,13;8
1,9,5,6;14
12,14,0,5;2
0,9,11,14;-3
3,8,3,9;14
3,13,5,7;12
4,6,5,6;22
0,5,5,13;8
0,2,0,6;36
4,14,1,14;8
0,7,8,11;-5
1,9,2,5;-41
0,6,1,13;26
3,15,6,13;-9
8,13,9,11;4
5,10,6,8;14
6,10,3,5;14
8,10,6,7;16
4,9,1,8;-21
0,1,0,13;12
4,6,3,4;12
5,5,4,7;0
5,14,4,14;16
5,7,4,6;-19
0,1,3,7;34
3,11,3,7;8
0,7,3,13;-17
7,8,1,6;-23
5,7,4,4;-19
2,15,4,8;-51
2,9,3,5;14
5,15,0,4;2
5,14,5,13;4
0,13,3,15;4
3,9,4,8;-19
10,12,7,15;4
0,1,0,6;6
3,13,0,2;4
5,7,3,4;-23
8,13,6,12;-29
0,1,1,13;52
6,8,7,8;8
10,12,7,14;4
7,12,0,4;4
2,11,4,8;-37
6,15,5,9;6
4,11,3,9;18
4,10,5,8;6
0,6,8,13;26
4,13,5,7;6
2,5,2,4;-33
5,9,4,6;-15
0,3,7,15;4
1,9,3,10;24
2,5,2,3;-31
13,13,8,9;4
3,13,4,14;12
5,9,3,12;6
0,1,7,13;-5
5,9,6,6;-15
5,8,4,9;10
0,14,10,12;-5
6,7,3,9;-19
6,11,3,10;-49
11,11,7,7;4
0,10,0,14;2
2,11,4,4;-11
5,5,2,8;50
5,10,3,13;-11
5,11,4,16;-17
6,16,5,8;14
2,11,6,6;38
9,15,8,10;-7
8,11,3,7;8
4,15,5,9;6
9,10,7,7;-17
3,14,2,9;-13
4,10,2,11;10
3,6,1,11;26
0,11,0,9;2
5,14,0,4;2
7,10,4,9;24
0,4,0,10;32
4,6,1,7;8
5,7,3,7;-13
5,10,4,4;-11
2,10,3,6;40
9,10,6,7;8
0,1,0,7;20
1,14,4,8;54
2,4,1,9;20
3,4,2,3;-31
2,9,2,5;20
1,9,1,4;-33
11,12,4,10;-9
3,8,3,7;20
0,4,2,15;50
4,7,2,5;8
1,2,1,11;-55
13,15,8,11;4
10,14,4,13;4
7,14,4,11;4
0,5,6,16;-25
3,16,7,7;10
0,2,1,15;52
9,10,5,13;4
5,13,4,15;4
8,13,0,1;4
0,8,0,1;-19
2,3,2,2;32
2,9,4,5;8
0,9,0,8;2
5,11,3,7;6
2,4,1,7;18
8,14,5,9;4
1,9,1,6;48
7,14,3,10;-15
1,10,3,5;-21
0,8,0,2;-35
4,13,6,7;6
0,4,7,10;-23
0,7,5,13;4
13,14,10,14;6
0,11,6,15;-3
6,10,2,11;28
8,14,5,8;10
8,8,5,7;6
0,7,9,10;4
3,5,1,11;40
0,7,0,1;-5
0,0,10,11;-1
1,13,7,8;22
2,11,3,3;14
9,12,5,8;-9
2,9,1,5;22
3,4,1,5;20
6,11,5,9;14
1,15,0,2;2
6,11,4,5;14
3,6,3,4;22
0,9,4,15;-5
5,10,4,6;-29
0,7,8,14;-5
0,7,4,16;-5
3,12,5,7;12
3,11,1,2;26
0,4,10,14;22
7,11,6,10;-13
0,13,9,10;-3
6,13,7,8;6
10,15,0,9;2
0,2,0,8;-39
0,4,11,12;8
4,14,3,8;6
0,3,7,14;4
0,8,4,14;34
5,6,3,9;10
3,8,2,10;20
9,14,1,10;-11
6,13,5,9;6
5,15,7,9;-5
3,7,2,4;-35
10,14,0,3;2
0,1,0,9;-7
1,13,1,1;-27
0,5,4,15;-5
0,3,4,13;8
7,10,4,15;24
5,11,4,5;10
1,12,1,8;10
7,16,7,11;4
0,1,4,14;-7
5,15,8,8;-5
0,2,3,14;12
3,3,1,9;16
10,14,2,2;-21
0,12,7,15;6
7,12,7,11;4
1,7,2,8;-47
8,16,5,10;10
5,8,3,7;42
0,3,0,13;-3
6,11,3,5;14
0,3,5,10;8
0,8,13,13;10
0,5,4,16;-5
5,6,2,10;-39
9,15,0,5;2
11,12,6,10;8
7,15,6,6;-5
4,11,6,11;6
0,14,0,4;2
9,11,7,10;16
0,4,5,13;16
5,15,6,15;4
0,3,4,10;-7
5,10,6,11;14
0,7,9,11;4
12,15,0,4;2
1,15,1,1;-51
11,15,0,7;2
4,15,0,1;6
4,9,4,6;-11
0,7,1,13;-21
3,5,1,9;40
0,12,8,13;28
10,13,5,14;6
2,8,3,4;28
3,8,1,7;20
6,10,2,7;18
1,10,1,4;26
0,5,3,13;8
1,13,1,5;16
5,14,7,11;-13
3,14,1,10;-45
3,13,1,7;8
0,6,3,12;-9
14,15,0,7;2
0,2,3,8;-19
8,15,4,10;12
3,15,1,10;8
11,14,7,16;4
5,14,3,10;-13
0,7,11,11;-3
0,10,0,1;6
5,12,3,8;6
2,11,3,7;18
4,4,3,6;-43
2,8,3,8;44
0,15,10,12;-3
2,13,6,10;38
0,1,3,15;-7
0,5,7,11;-3
6,10,4,9;-25
3,7,1,5;-43
8,13,0,7;2
5,14,1,11;14
4,12,4,7;10
4,4,2,3;20
1,7,1,9;-47
4,10,3,5;18
5,7,3,10;6
10,16,3,15;4
8,13,3,9;8
9,13,0,3;-9
3,5,1,4;20
3,15,1,11;8
10,13,2,9;-17
0,12,9,13;6
3,5,2,3;24
1,14,2,2;52
4,10,5,7;6
8,9,5,13;4
2,6,3,3;18
0,0,0,9;-1
9,16,5,13;4
2,3,1,14;-51
4,7,3,4;-21
0,11,3,16;4
10,10,9,14;4
0,3,4,11;14
1,8,3,4;58
0,6,5,10;-13
5,11,2,8;-29
3,15,4,7;18
0,1,2,3;50
0,4,7,8;-23
0,7,3,12;-17
3,11,6,6;12
12,12,5,9;4
5,7,4,8;-7
0,5,0,4;4
1,14,1,6;10
4,15,6,10;24
10,15,0,3;2
1,14,4,4;54
7,8,4,14;24
0,6,8,10;-25
8,15,3,13;4
0,0,12,14;-1
7,16,5,14;12
0,14,5,13;6
7,7,3,15;6
0,0,11,15;-1
0,10,0,8;2
4,6,2,11;10
10,15,5,9;4
4,5,4,5;-19
7,14,2,11;8
6,8,5,9;6
0,11,0,10;2
5,15,6,11;-13
7,12,3,11;6
0,5,0,5;-7
7,7,5,6;6
11,14,7,8;4
2,6,1,4;28
3,14,5,13;-13
0,14,10,10;-5
7,8,5,7;6
11,12,5,14;6
1,8,3,3;24
2,6,2,3;30
2,12,5,6;28
7,13,0,3;-7
2,7,4,4;-19
4,8,3,8;8
8,15,6,8;-41
1,12,2,5;16
10,10,7,14;4
5,15,1,9;8
0,3,0,11;-3
2,8,1,6;42
9,9,6,7;6
2,4,0,1;32
10,15,8,14;6
6,13,5,10;26
0,10,1,13;8
2,6,1,13;14
0,8,5,12;4
2,12,3,14;6
3,14,4,6;0
4,16,5,11;6
2,9,1,7;46
11,14,6,15;4
12,13,0,8;2
0,16,9,13;8
4,10,1,10;10
5,15,1,13;8
3,10,5,5;12
8,11,5,10;4
0,5,6,13;-25
4,9,4,5;18
3,12,4,8;16
4,12,5,10;6
9,15,0,6;2
12,14,0,8;2
1,7,2,9;-21
4,11,3,13;-15
8,14,9,12;4
0,9,0,5;-3
6,8,3,12;8
0,13,0,12;2
6,9,3,5;14
0,7,10,10;-3
1,9,2,4;-17
6,8,2,15;42
5,10,3,8;12
7,15,9,9;-5
0,2,4,10;-37
8,16,0,6;2
2,6,1,12;12
8,11,6,16;-27
3,5,2,7;14
1,14,2,6;-51
5,6,4,9;-7
5,12,3,9;6
1,10,2,5;48
0,3,7,8;14
9,15,10,15;4
0,6,11,14;14
13,15,0,9;2
5,14,4,12;16
3,15,5,7;12
9,13,8,14;-7
4,6,4,5;12
0,2,6,8;18
0,9,1,13;8
2,12,1,9;16
0,4,5,12;42
1,9,4,7;14
10,16,11,12;4
1,5,1,9;32
12,13,7,8;4
1,12,1,11;26
0,7,7,16;4
8,10,5,12;4
5,13,6,10;-17
2,8,1,11;14
0,4,8,9;8
9,16,6,13;4
7,13,0,6;2
1,8,2,5;58
0,8,0,6;-25
4,7,1,14;30
1,7,2,5;0
9,9,5,6;6
3,14,3,9;12
4,10,5,11;6
4,4,1,8;12
2,7,4,5;30
3,15,4,10;10
0,1,4,10;0
0,14,0,1;-11
0,3,1,9;16
0,15,0,11;2
8,11,4,6;-9
0,6,1,1;44
0,2,10,13;16
0,3,4,7;14
4,12,5,5;6
0,9,0,7;-3
3,3,1,6;16
3,8,2,7;14
0,14,9,10;18
10,11,0,4;4
0,14,10,13;-5
2,9,2,6;46
0,5,4,12;-5
0,4,0,9;4
6,7,3,14;0
7,9,5,7;0
6,9,2,8;24
0,1,3,16;6
0,9,5,14;4
4,15,2,11;6
1,9,4,5;30
4,10,3,12;8
7,10,0,3;4
0,16,0,9;2
2,15,3,8;10
1,13,3,14;8
2,15,2,2;54
4,14,2,3;46
0,5,0,8;-3
9,9,5,7;14
8,11,6,9;4
5,13,1,14;8
0,4,5,8;12
9,10,4,6;-7
5,7,3,5;-13
0,10,7,14;14
3,7,3,7;20
0,1,7,7;10
9,9,4,15;-9
5,13,1,9;8
11,13,7,8;4
5,16,9,11;12
7,16,8,10;16
6,9,1,13;6
7,14,3,11;4
3,16,4,14;10
10,13,0,5;2
7,12,7,8;8
5,11,5,7;6
0,11,4,11;-5
10,13,7,8;4
2,8,2,5;30
0,14,0,3;2
0,10,0,7;2
4,7,5,6;18
6,9,5,9;14
3,10,3,7;-27
3,14,5,7;12
3,8,0,1;-33
0,2,0,4;-49
0,13,5,14;-3
0,0,5,14;-1
9,12,4,9;-9
0,5,5,14;8
3,10,4,6;-21
0,9,0,16;2
6,14,9,10;6
6,13,5,15;4
0,1,1,12;-25
5,13,7,8;-5
3,12,2,2;-19
9,11,7,14;-7
8,13,6,13;4
8,13,5,11;4
0,9,13,14;-3
4,11,0,3;6
5,6,4,7;-7
1,6,2,6;38
5,10,1,8;10
0,4,1,1;48
