1,1,1,1;0
1,2,1,1;0
1,3,1,2;20
2,2,1,3;8
1,2,1,2;0
2,3,1,2;0
2,4,1,3;8
1,4,2,3;10
3,3,2,2;-7
3,5,2,4;-7
1,3,1,3;-19
0,4,3,5;6
0,3,0,4;2
1,5,2,3;0
4,5,3,5;4
3,4,1,3;8
0,3,4,5;-3
1,5,1,3;8
3,5,2,2;-5
1,4,1,3;14
3,3,2,4;-13
3,5,3,4;-7
0,2,1,5;0
0,5,0,4;2
1,6,3,4;14
0,4,1,6;-13
2,2,1,2;12
2,3,1,5;6
0,1,2,4;-7
4,5,3,3;4
1,6,1,3;12
3,3,1,5;6
2,4,2,3;10
2,3,2,3;6
3,6,1,4;-9
4,4,1,6;6
0,3,1,5;8
0,5,4,5;-3
2,4,1,4;8
3,6,2,4;-9
0,0,0,3;-1
4,6,3,5;4
0,3,1,6;8
5,6,0,4;2
0,5,4,6;-3
0,1,1,4;-13
3,4,3,4;-9
0,0,0,5;-1
2,6,2,3;6
4,4,3,6;4
0,6,0,5;2
0,1,1,5;-7
0,3,3,5;4
1,4,1,2;0
0,4,0,3;2
3,5,1,6;6
0,5,3,3;-3
2,4,1,5;8
0,1,3,6;4
0,1,0,3;-7
2,3,1,3;18
1,5,1,1;0
3,6,1,5;4
0,2,3,5;4
1,6,2,3;-17
2,4,0,1;4
3,3,1,4;6
2,5,3,3;6
0,2,2,6;0
2,3,1,4;18
0,1,0,4;4
0,1,3,4;8
1,3,1,4;0
0,5,0,3;2
0,3,2,2;-3
0,3,0,1;-3
3,5,1,4;6
1,5,0,1;12
0,3,2,6;-5
1,6,2,4;10
1,2,1,5;0
3,4,2,3;8
2,6,3,4;6
4,6,0,1;2
1,5,2,2;0
3,5,2,3;-5
3,6,3,4;-9
0,1,1,3;0
0,1,0,2;4
0,2,3,3;12
1,6,2,2;12
1,5,2,4;10
4,4,3,5;4
1,6,0,1;2
6,6,3,5;4
2,5,1,5;-9
0,2,1,4;0
1,4,1,6;14
3,5,3,5;4
0,2,0,3;4
4,5,0,3;2
1,6,1,4;14
1,4,1,5;14
3,5,0,2;2
0,2,2,4;-19
0,5,3,6;-3
0,1,2,3;10
